Unnamed: 0,Направление,Дата создания,Текст,appeal_id,raw_text,clean_text,text_tokens,text_lemmatized_tokens,text_lem,text_length,emotion_score,urgency_flag,date_norm,address_norm,category_norm,source_text_column,source_date_column,source_address_column,source_category_column
158,Безопасность,2022-02-23,"[id11896797|Елена], а почему наши дети должны оставаться без лагерей и детских садов из-за чужих? Сейчас ещё уплотнят очереди. Ждали до школы в некоторых районах, теперь вообще без вариантов. Почему Питер, если на нашей огромной территории полно других городов, с меньшей плотностью населения. И да, пусть едут в Воркуту. Мы и так задыхаемся от мигрантов и понаехавших за хорошей жизнью.",appeal_000158,"[id11896797|Елена], а почему наши дети должны оставаться без лагерей и детских садов из-за чужих? Сейчас ещё уплотнят очереди. Ждали до школы в некоторых районах, теперь вообще без вариантов. Почему Питер, если на нашей огромной территории полно других городов, с меньшей плотностью населения. И да, пусть едут в Воркуту. Мы и так задыхаемся от мигрантов и понаехавших за хорошей жизнью.","id11896797 Елена , а почему наши дети должны оставаться без лагерей и детских садов из-за чужих? Сейчас еще уплотнят очереди. Ждали до школы в некоторых районах, теперь вообще без вариантов. Почему Питер, если на нашей огромной территории полно других городов, с меньшей плотностью населения. И да, пусть едут в Воркуту. Мы и так задыхаемся от мигрантов и понаехавших за хорошей жизнью.","['11896797', 'елена', 'почему', 'наши', 'дети', 'должны', 'оставаться', 'без', 'лагерей', 'детских', 'садов', 'из-за', 'чужих', 'сейчас', 'еще', 'уплотнят', 'очереди', 'ждали', 'школы', 'некоторых', 'районах', 'теперь', 'вообще', 'без', 'вариантов', 'почему', 'питер', 'если', 'нашей', 'огромной', 'территории', 'полно', 'других', 'городов', 'меньшей', 'плотностью', 'населения', 'пусть', 'едут', 'воркуту', 'так', 'задыхаемся', 'мигрантов', 'понаехавших', 'хорошей', 'жизнью']","['11896797', 'елена', 'почему', 'наш', 'ребёнок', 'должный', 'оставаться', 'лагерь', 'детский', 'сад', 'из-за', 'чужой', 'сейчас', 'уплотнить', 'очередь', 'ждать', 'школа', 'некоторый', 'вообще', 'вариант', 'почему', 'питер', 'наш', 'огромный', 'территория', 'полно', 'другой', 'малый', 'плотность', 'население', 'пусть', 'ехать', 'воркута', 'задыхаться', 'мигрант', 'понаехать', 'хороший', 'жизнь']",11896797 елена почему наш ребёнок должный оставаться лагерь детский сад из-за чужой сейчас уплотнить очередь ждать школа некоторый вообще вариант почему питер наш огромный территория полно другой малый плотность население пусть ехать воркута задыхаться мигрант понаехать хороший жизнь,386,0.0,False,2022-02-23,,Безопасность,Текст,Дата создания,,Направление
159,Безопасность,2022-02-23,"Хотелось бы знать, за чей счёт этот ""банкет""?",appeal_000159,"Хотелось бы знать, за чей счёт этот ""банкет""?","Хотелось бы знать, за чей счет этот банкет ?","['хотелось', 'знать', 'чей', 'счет', 'этот', 'банкет']","['хотеться', 'знать', 'чей', 'счёт', 'банкет']",хотеться знать чей счёт банкет,44,0.0,False,2022-02-23,,Безопасность,Текст,Дата создания,,Направление
160,Благоустройство,2022-02-23,Почему работы в Парке Сахарова проводятся с нарушениями? https://vk.com/parksaharova?w=wall-169433482_6355,appeal_000160,Почему работы в Парке Сахарова проводятся с нарушениями? https://vk.com/parksaharova?w=wall-169433482_6355,Почему работы в Парке Сахарова проводятся с нарушениями?,"['почему', 'работы', 'парке', 'сахарова', 'проводятся', 'нарушениями']","['почему', 'работа', 'парка', 'сахаров', 'проводиться', 'нарушение']",почему работа парка сахаров проводиться нарушение,56,0.0,False,2022-02-23,,Благоустройство,Текст,Дата создания,,Направление
161,Социальное обслуживание и защита,2022-02-23,"Добрый день,скажите пожалуйста,если у меня нет собственного жилья,у меня двое детей,младшей 3 месяца,прописаны и проживаем в квартире родственника,могу ли я расчитывать на субсидию?",appeal_000161,"Добрый день,скажите пожалуйста,если у меня нет собственного жилья,у меня двое детей,младшей 3 месяца,прописаны и проживаем в квартире родственника,могу ли я расчитывать на субсидию?","Добрый день,скажите пожалуйста,если у меня нет собственного жилья,у меня двое детей,младшей 3 месяца,прописаны и проживаем в квартире родственника,могу ли я расчитывать на субсидию?","['добрый', 'день', 'скажите', 'пожалуйста', 'если', 'меня', 'нет', 'собственного', 'жилья', 'меня', 'двое', 'детей', 'младшей', '3', 'месяца', 'прописаны', 'проживаем', 'квартире', 'родственника', 'могу', 'расчитывать', 'субсидию']","['сказать', 'пожалуйста', 'собственный', 'жильё', 'двое', 'ребёнок', 'младший', 'месяц', 'прописать', 'проживать', 'квартира', 'родственник', 'мочь', 'расчитывать', 'субсидия']",сказать пожалуйста собственный жильё двое ребёнок младший месяц прописать проживать квартира родственник мочь расчитывать субсидия,181,0.0,False,2022-02-23,младшей 3,Социальное обслуживание и защита,Текст,Дата создания,,Направление
162,Строительство и архитектура,2022-02-23,"Добрый день, я дольщица 2 корпуса, вы дом объявили, что сдали, но вот его реальное состояние осталяет много вопросов. Которые ПС не собирается по видимому исправлять. А как же людям жить в таком качестве дома. Почему Лидер не может доделать 2 корпус до ума, сколько можно мучить людей с этим ПС.<br>Отвратительно все организовано, наша ИГ вечно идёт на стройку, как в бой. Приведите дом в нормальное состояние, соответствующее для жизни там. А то везде недочёты, недоделки, замечения ...<br>Это кошмар, а не дом!!!",appeal_000162,"Добрый день, я дольщица 2 корпуса, вы дом объявили, что сдали, но вот его реальное состояние осталяет много вопросов. Которые ПС не собирается по видимому исправлять. А как же людям жить в таком качестве дома. Почему Лидер не может доделать 2 корпус до ума, сколько можно мучить людей с этим ПС.<br>Отвратительно все организовано, наша ИГ вечно идёт на стройку, как в бой. Приведите дом в нормальное состояние, соответствующее для жизни там. А то везде недочёты, недоделки, замечения ...<br>Это кошмар, а не дом!!!","Добрый день, я дольщица 2 корпуса, вы дом объявили, что сдали, но вот его реальное состояние осталяет много вопросов. Которые ПС не собирается по видимому исправлять. А как же людям жить в таком качестве дома. Почему Лидер не может доделать 2 корпус до ума, сколько можно мучить людей с этим ПС. Отвратительно все организовано, наша ИГ вечно идет на стройку, как в бой. Приведите дом в нормальное состояние, соответствующее для жизни там. А то везде недочеты, недоделки, замечения ... Это кошмар, а не дом!!!","['добрый', 'день', 'дольщица', '2', 'корпуса', 'дом', 'объявили', 'что', 'сдали', 'вот', 'его', 'реальное', 'состояние', 'осталяет', 'много', 'вопросов', 'которые', 'собирается', 'видимому', 'исправлять', 'как', 'людям', 'жить', 'таком', 'качестве', 'дома', 'почему', 'лидер', 'может', 'доделать', '2', 'корпус', 'ума', 'сколько', 'можно', 'мучить', 'людей', 'этим', 'отвратительно', 'все', 'организовано', 'наша', 'вечно', 'идет', 'стройку', 'как', 'бой', 'приведите', 'дом', 'нормальное', 'состояние', 'соответствующее', 'для', 'жизни', 'там', 'везде', 'недочеты', 'недоделки', 'замечения', 'это', 'кошмар', 'дом']","['дольщица', 'корпус', 'дом', 'объявить', 'сдать', 'реальный', 'состояние', 'осталять', 'много', 'который', 'собираться', 'видимый', 'исправлять', 'человек', 'жить', 'такой', 'качество', 'дом', 'почему', 'лидер', 'мочь', 'доделать', 'корпус', 'ум', 'сколько', 'можно', 'мучить', 'человек', 'отвратительный', 'организовать', 'наш', 'вечно', 'идти', 'стройка', 'бой', 'привести', 'дом', 'нормальный', 'состояние', 'соответствовать', 'жизнь', 'там', 'везде', 'недочёт', 'недоделка', 'замечение', 'кошмар', 'дом']",дольщица корпус дом объявить сдать реальный состояние осталять много который собираться видимый исправлять человек жить такой качество дом почему лидер мочь доделать корпус ум сколько можно мучить человек отвратительный организовать наш вечно идти стройка бой привести дом нормальный состояние соответствовать жизнь там везде недочёт недоделка замечение кошмар дом,508,0.5,False,2022-02-23,дольщица 2,Строительство и архитектура,Текст,Дата создания,,Направление
163,Законность и правопорядок,2022-02-23,Штрафы за парковку присылают не законно,appeal_000163,Штрафы за парковку присылают не законно,Штрафы за парковку присылают не законно,"['штрафы', 'парковку', 'присылают', 'законно']","['штраф', 'парковка', 'присылать', 'законно']",штраф парковка присылать законно,39,0.0,False,2022-02-23,,Законность и правопорядок,Текст,Дата создания,,Направление
164,Благоустройство,2022-02-23,Добрый день) снова я) опять туристы ( машины уже не знают как порковаться,appeal_000164,Добрый день) снова я) опять туристы ( машины уже не знают как порковаться,Добрый день снова я опять туристы машины уже не знают как порковаться,"['добрый', 'день', 'снова', 'опять', 'туристы', 'машины', 'уже', 'знают', 'как', 'порковаться']","['снова', 'опять', 'турист', 'машина', 'знать', 'порковаться']",снова опять турист машина знать порковаться,69,0.0,False,2022-02-23,,Благоустройство,Текст,Дата создания,,Направление
165,Дороги,2022-02-23,"Скажите, пожалуйста, почему служебные автомобили не могут пользоваться льготами при пользовании платной парковкой? Почему они вынуждены нарушать ПДД? Вот, например, фото сделано 21 февраля (в этот понедельник) в 19:10. Водитель а/м с ГРЗ Н115ВВ178 вынужден был нарушить сразу 2 пункта ПДД (остановка по запрещающим знаком + остановка ближе 15 метров от остановки ОТ, создав препятствие движению ОТ), ожидая своего руководителя. Хотя платные парковочные места за остановкой были свободны. Почему бы вам не предоставить БЕСПЛАТНУЮ парковку служебным автомобилям? Чтобы они не платили по 6000 рублей штрафов в день.",appeal_000165,"Скажите, пожалуйста, почему служебные автомобили не могут пользоваться льготами при пользовании платной парковкой? Почему они вынуждены нарушать ПДД? Вот, например, фото сделано 21 февраля (в этот понедельник) в 19:10. Водитель а/м с ГРЗ Н115ВВ178 вынужден был нарушить сразу 2 пункта ПДД (остановка по запрещающим знаком + остановка ближе 15 метров от остановки ОТ, создав препятствие движению ОТ), ожидая своего руководителя. Хотя платные парковочные места за остановкой были свободны. Почему бы вам не предоставить БЕСПЛАТНУЮ парковку служебным автомобилям? Чтобы они не платили по 6000 рублей штрафов в день.","Скажите, пожалуйста, почему служебные автомобили не могут пользоваться льготами при пользовании платной парковкой? Почему они вынуждены нарушать ПДД? Вот, например, фото сделано 21 февраля в этот понедельник в 19:10. Водитель а/м с ГРЗ Н115ВВ178 вынужден был нарушить сразу 2 пункта ПДД остановка по запрещающим знаком остановка ближе 15 метров от остановки ОТ, создав препятствие движению ОТ , ожидая своего руководителя. Хотя платные парковочные места за остановкой были свободны. Почему бы вам не предоставить БЕСПЛАТНУЮ парковку служебным автомобилям? Чтобы они не платили по 6000 рублей штрафов в день.","['скажите', 'пожалуйста', 'почему', 'служебные', 'автомобили', 'могут', 'пользоваться', 'льготами', 'при', 'пользовании', 'платной', 'парковкой', 'почему', 'они', 'вынуждены', 'нарушать', 'пдд', 'вот', 'например', 'фото', 'сделано', '21', 'февраля', 'этот', 'понедельник', '19', '10', 'водитель', 'грз', '115в', '178', 'вынужден', 'был', 'нарушить', 'сразу', '2', 'пункта', 'пдд', 'остановка', 'запрещающим', 'знаком', 'остановка', 'ближе', '15', 'метров', 'остановки', 'создав', 'препятствие', 'движению', 'ожидая', 'своего', 'руководителя', 'хотя', 'платные', 'парковочные', 'места', 'остановкой', 'были', 'свободны', 'почему', 'вам', 'предоставить', 'бесплатную', 'парковку', 'служебным', 'автомобилям', 'чтобы', 'они', 'платили', '6000', 'рублей', 'штрафов', 'день']","['сказать', 'пожалуйста', 'почему', 'служебный', 'автомобиль', 'мочь', 'пользоваться', 'льгота', 'пользование', 'платный', 'парковка', 'почему', 'они', 'вынудить', 'нарушать', 'пдд', 'например', 'фото', 'сделать', 'февраль', 'понедельник', 'водитель', 'грз', '115ть', '178', 'вынудить', 'нарушить', 'сразу', 'пункт', 'пдд', 'остановка', 'запрещать', 'знак', 'остановка', 'близкий', 'метр', 'остановка', 'создать', 'препятствие', 'движение', 'ожидать', 'свой', 'руководитель', 'хотя', 'платный', 'парковочный', 'место', 'остановка', 'свободный', 'почему', 'предоставить', 'бесплатный', 'парковка', 'служебный', 'автомобиль', 'чтобы', 'они', 'платить', '6000', 'рубль', 'штраф']",сказать пожалуйста почему служебный автомобиль мочь пользоваться льгота пользование платный парковка почему они вынудить нарушать пдд например фото сделать февраль понедельник водитель грз 115ть 178 вынудить нарушить сразу пункт пдд остановка запрещать знак остановка близкий метр остановка создать препятствие движение ожидать свой руководитель хотя платный парковочный место остановка свободный почему предоставить бесплатный парковка служебный автомобиль чтобы они платить 6000 рубль штраф,607,0.0,False,2022-02-23,фото сделано 21,Дороги,Текст,Дата создания,,Направление
166,Дороги,2022-02-23,"Всем вообще плевать как они будут оплачивать парковку, просто никак не будут оплачивать! На моей улице все стоят машины с закрытыми номерами.",appeal_000166,"Всем вообще плевать как они будут оплачивать парковку, просто никак не будут оплачивать! На моей улице все стоят машины с закрытыми номерами.","Всем вообще плевать как они будут оплачивать парковку, просто никак не будут оплачивать! На моей улице все стоят машины с закрытыми номерами.","['всем', 'вообще', 'плевать', 'как', 'они', 'будут', 'оплачивать', 'парковку', 'просто', 'никак', 'будут', 'оплачивать', 'моей', 'улице', 'все', 'стоят', 'машины', 'закрытыми', 'номерами']","['весь', 'вообще', 'плевать', 'они', 'оплачивать', 'парковка', 'просто', 'никак', 'оплачивать', 'мой', 'улица', 'стоять', 'машина', 'закрытый', 'номер']",весь вообще плевать они оплачивать парковка просто никак оплачивать мой улица стоять машина закрытый номер,141,0.1,False,2022-02-23,,Дороги,Текст,Дата создания,,Направление
167,Строительство и архитектура,2022-02-23,"Добрый вечер Александр Дмитриевич! Я встаю на работу в 5-30, а стройка школы работает круглосуточно! Единственную дорогу разбили в пух и прах, 397 автобус единственный больше не ходит, раз! Ночью не высыпаться два! Так как работает стройка 24 часа. Прошу мне выплачивать зп с вашей так как это беспредел! Про остальное просто слов нет)))))) грабёж, убийства и т.д..... Мусор вывозиться раз в 3 дня, дороги не чистят,автобуса нет!!!!! Круто! До беды не далеко осталось.....",appeal_000167,"Добрый вечер Александр Дмитриевич! Я встаю на работу в 5-30, а стройка школы работает круглосуточно! Единственную дорогу разбили в пух и прах, 397 автобус единственный больше не ходит, раз! Ночью не высыпаться два! Так как работает стройка 24 часа. Прошу мне выплачивать зп с вашей так как это беспредел! Про остальное просто слов нет)))))) грабёж, убийства и т.д..... Мусор вывозиться раз в 3 дня, дороги не чистят,автобуса нет!!!!! Круто! До беды не далеко осталось.....","Добрый вечер Александр Дмитриевич! Я встаю на работу в 5-30, а стройка школы работает круглосуточно! Единственную дорогу разбили в пух и прах, 397 автобус единственный больше не ходит, раз! Ночью не высыпаться два! Так как работает стройка 24 часа. Прошу мне выплачивать зп с вашей так как это беспредел! Про остальное просто слов нет грабеж, убийства и т.д..... Мусор вывозиться раз в 3 дня, дороги не чистят,автобуса нет!!!!! Круто! До беды не далеко осталось.....","['добрый', 'вечер', 'александр', 'дмитриевич', 'встаю', 'работу', '5', '30', 'стройка', 'школы', 'работает', 'круглосуточно', 'единственную', 'дорогу', 'разбили', 'пух', 'прах', '397', 'автобус', 'единственный', 'больше', 'ходит', 'раз', 'ночью', 'высыпаться', 'два', 'так', 'как', 'работает', 'стройка', '24', 'часа', 'прошу', 'мне', 'выплачивать', 'вашей', 'так', 'как', 'это', 'беспредел', 'про', 'остальное', 'просто', 'слов', 'нет', 'грабеж', 'убийства', 'мусор', 'вывозиться', 'раз', '3', 'дня', 'дороги', 'чистят', 'автобуса', 'нет', 'круто', 'беды', 'далеко', 'осталось']","['вечер', 'александр', 'дмитриевич', 'вставать', 'работа', 'стройка', 'школа', 'работать', 'круглосуточно', 'единственный', 'дорога', 'разбить', 'пух', 'прах', '397', 'автобус', 'единственный', 'большой', 'ходить', 'раз', 'ночью', 'высыпаться', 'два', 'работать', 'стройка', 'час', 'выплачивать', 'ваш', 'беспредел', 'остальной', 'просто', 'слово', 'грабёж', 'убийство', 'мусор', 'вывозиться', 'раз', 'дорога', 'чистить', 'автобус', 'круто', 'беда', 'далеко', 'остаться']",вечер александр дмитриевич вставать работа стройка школа работать круглосуточно единственный дорога разбить пух прах 397 автобус единственный большой ходить раз ночью высыпаться два работать стройка час выплачивать ваш беспредел остальной просто слово грабёж убийство мусор вывозиться раз дорога чистить автобус круто беда далеко остаться,466,0.3,False,2022-02-23,на работу в 5-30,Строительство и архитектура,Текст,Дата создания,,Направление
168,Общественный транспорт,2022-02-23,"[club187956888|Комитет по транспорту], а не планируется ли в рамках перехода к новой транспортной модели или вообще в перспективе, создание тарифной сетки в пригородно-городском железнодорожном сообщении аналогичной тарифной сетке МЦД, чтобы не приходилось покупать билет на электричку отдельно, а по принципу приложил транспортную карту и поехал?<br>Также хотелось бы задать такой вопрос. Несколько профильных железнодорожных газет писали, о том что начато проектирование нового моторвагонного депо ""Парнас"", можете ли прокомментировать какой проектный институт ведёт проектирование (если в курсе), и где именно на территории промзоны Парнас предполагается его размещение?",appeal_000168,"[club187956888|Комитет по транспорту], а не планируется ли в рамках перехода к новой транспортной модели или вообще в перспективе, создание тарифной сетки в пригородно-городском железнодорожном сообщении аналогичной тарифной сетке МЦД, чтобы не приходилось покупать билет на электричку отдельно, а по принципу приложил транспортную карту и поехал?<br>Также хотелось бы задать такой вопрос. Несколько профильных железнодорожных газет писали, о том что начато проектирование нового моторвагонного депо ""Парнас"", можете ли прокомментировать какой проектный институт ведёт проектирование (если в курсе), и где именно на территории промзоны Парнас предполагается его размещение?","club187956888 Комитет по транспорту , а не планируется ли в рамках перехода к новой транспортной модели или вообще в перспективе, создание тарифной сетки в пригородно-городском железнодорожном сообщении аналогичной тарифной сетке МЦД, чтобы не приходилось покупать билет на электричку отдельно, а по принципу приложил транспортную карту и поехал? Также хотелось бы задать такой вопрос. Несколько профильных железнодорожных газет писали, о том что начато проектирование нового моторвагонного депо Парнас , можете ли прокомментировать какой проектный институт ведет проектирование если в курсе , и где именно на территории промзоны Парнас предполагается его размещение?","['club', '187956888', 'комитет', 'транспорту', 'планируется', 'рамках', 'перехода', 'новой', 'транспортной', 'модели', 'или', 'вообще', 'перспективе', 'создание', 'тарифной', 'сетки', 'пригородно-городском', 'железнодорожном', 'сообщении', 'аналогичной', 'тарифной', 'сетке', 'мцд', 'чтобы', 'приходилось', 'покупать', 'билет', 'электричку', 'отдельно', 'принципу', 'приложил', 'транспортную', 'карту', 'поехал', 'также', 'хотелось', 'задать', 'такой', 'вопрос', 'несколько', 'профильных', 'железнодорожных', 'газет', 'писали', 'том', 'что', 'начато', 'проектирование', 'нового', 'моторвагонного', 'депо', 'парнас', 'можете', 'прокомментировать', 'какой', 'проектный', 'институт', 'ведет', 'проектирование', 'если', 'курсе', 'где', 'именно', 'территории', 'промзоны', 'парнас', 'предполагается', 'его', 'размещение']","['club', '187956888', 'комитет', 'транспорт', 'планироваться', 'рамка', 'переход', 'новый', 'транспортный', 'модель', 'вообще', 'перспектива', 'создание', 'тарифный', 'сетка', 'пригородно-городской', 'железнодорожный', 'сообщение', 'аналогичный', 'тарифный', 'сетка', 'мцд', 'чтобы', 'приходиться', 'покупать', 'билет', 'электричка', 'отдельно', 'принцип', 'приложить', 'транспортный', 'карта', 'поехать', 'также', 'хотеться', 'задать', 'такой', 'несколько', 'профильный', 'железнодорожный', 'газета', 'писать', 'тот', 'начать', 'проектирование', 'новый', 'моторвагонный', 'депо', 'парнас', 'мочь', 'прокомментировать', 'какой', 'проектный', 'институт', 'вести', 'проектирование', 'курс', 'где', 'именно', 'территория', 'промзона', 'парнас', 'предполагаться', 'размещение']",club 187956888 комитет транспорт планироваться рамка переход новый транспортный модель вообще перспектива создание тарифный сетка пригородно-городской железнодорожный сообщение аналогичный тарифный сетка мцд чтобы приходиться покупать билет электричка отдельно принцип приложить транспортный карта поехать также хотеться задать такой несколько профильный железнодорожный газета писать тот начать проектирование новый моторвагонный депо парнас мочь прокомментировать какой проектный институт вести проектирование курс где именно территория промзона парнас предполагаться размещение,667,0.0,False,2022-02-23,,Общественный транспорт,Текст,Дата создания,,Направление
169,Общественный транспорт,2022-02-23,"Товарищ Беглов,вы там в Смольном что курите или таблетки какие принимаете???? Можно потребитель САМ будет решать как оплачивать проезд в транспорте. НАЛИЧНЫМИ ИЛИ КАРТОЙ!!! Прекратите заниматься фигнёй!!! Оставьте народ в покое вы надоели уже своими реформами.",appeal_000169,"Товарищ Беглов,вы там в Смольном что курите или таблетки какие принимаете???? Можно потребитель САМ будет решать как оплачивать проезд в транспорте. НАЛИЧНЫМИ ИЛИ КАРТОЙ!!! Прекратите заниматься фигнёй!!! Оставьте народ в покое вы надоели уже своими реформами.","Товарищ Беглов,вы там в Смольном что курите или таблетки какие принимаете???? Можно потребитель САМ будет решать как оплачивать проезд в транспорте. НАЛИЧНЫМИ ИЛИ КАРТОЙ!!! Прекратите заниматься фигней!!! Оставьте народ в покое вы надоели уже своими реформами.","['товарищ', 'беглов', 'там', 'смольном', 'что', 'курите', 'или', 'таблетки', 'какие', 'принимаете', 'можно', 'потребитель', 'сам', 'будет', 'решать', 'как', 'оплачивать', 'проезд', 'транспорте', 'наличными', 'или', 'картой', 'прекратите', 'заниматься', 'фигней', 'оставьте', 'народ', 'покое', 'надоели', 'уже', 'своими', 'реформами']","['товарищ', 'беглов', 'там', 'смольный', 'курить', 'таблетка', 'какой', 'принимать', 'можно', 'потребитель', 'сам', 'решать', 'оплачивать', 'проезд', 'транспорт', 'наличные', 'карта', 'прекратить', 'заниматься', 'фигня', 'оставить', 'народ', 'покой', 'надоесть', 'свой', 'реформа']",товарищ беглов там смольный курить таблетка какой принимать можно потребитель сам решать оплачивать проезд транспорт наличные карта прекратить заниматься фигня оставить народ покой надоесть свой реформа,260,0.3,False,2022-02-23,,Общественный транспорт,Текст,Дата создания,,Направление
170,Безопасность,2022-02-23,"Здравствуйте! Подскажите, по поводу сбора гумм помощи беженцам, вопрос: адрес сбора один, на конногвардейском? В новостях нашла только этот адрес в СПб и просьбу придерживаться списка, а сам список не могу найти",appeal_000170,"Здравствуйте! Подскажите, по поводу сбора гумм помощи беженцам, вопрос: адрес сбора один, на конногвардейском? В новостях нашла только этот адрес в СПб и просьбу придерживаться списка, а сам список не могу найти","Здравствуйте! Подскажите, по поводу сбора гумм помощи беженцам, вопрос: адрес сбора один, на конногвардейском? В новостях нашла только этот адрес в СПб и просьбу придерживаться списка, а сам список не могу найти","['здравствуйте', 'подскажите', 'поводу', 'сбора', 'гумм', 'помощи', 'беженцам', 'вопрос', 'адрес', 'сбора', 'один', 'конногвардейском', 'новостях', 'нашла', 'только', 'этот', 'адрес', 'спб', 'просьбу', 'придерживаться', 'списка', 'сам', 'список', 'могу', 'найти']","['подсказать', 'повод', 'сбор', 'гумма', 'помощь', 'беженец', 'адрес', 'сбор', 'один', 'конногвардейский', 'новость', 'найти', 'адрес', 'спб', 'просьба', 'придерживаться', 'список', 'сам', 'список', 'мочь', 'найти']",подсказать повод сбор гумма помощь беженец адрес сбор один конногвардейский новость найти адрес спб просьба придерживаться список сам список мочь найти,211,0.1,False,2022-02-23,,Безопасность,Текст,Дата создания,,Направление
171,Коронавирус,2022-02-23,"Здравствуйте! Заболели на работе в больнице ковидом, заразились от пациентов. Полагаются ли выплаты младшему медицинскому персоналу? И куда обращаться, если начальство говорит, что мы ничего не должны получить?",appeal_000171,"Здравствуйте! Заболели на работе в больнице ковидом, заразились от пациентов. Полагаются ли выплаты младшему медицинскому персоналу? И куда обращаться, если начальство говорит, что мы ничего не должны получить?","Здравствуйте! Заболели на работе в больнице ковидом, заразились от пациентов. Полагаются ли выплаты младшему медицинскому персоналу? И куда обращаться, если начальство говорит, что мы ничего не должны получить?","['здравствуйте', 'заболели', 'работе', 'больнице', 'ковидом', 'заразились', 'пациентов', 'полагаются', 'выплаты', 'младшему', 'медицинскому', 'персоналу', 'куда', 'обращаться', 'если', 'начальство', 'говорит', 'что', 'ничего', 'должны', 'получить']","['заболеть', 'работа', 'больница', 'ковид', 'заразиться', 'пациент', 'полагаться', 'выплата', 'младший', 'медицинский', 'персонал', 'куда', 'обращаться', 'начальство', 'говорить', 'ничего', 'должный', 'получить']",заболеть работа больница ковид заразиться пациент полагаться выплата младший медицинский персонал куда обращаться начальство говорить ничего должный получить,210,0.1,False,2022-02-23,,Коронавирус,Текст,Дата создания,,Направление
172,Коронавирус,2022-02-23,"Здравствуйте! Скажите пожалуйста, с какого числа будут возможны посещения в спортклубах Петербурга без кодов?",appeal_000172,"Здравствуйте! Скажите пожалуйста, с какого числа будут возможны посещения в спортклубах Петербурга без кодов?","Здравствуйте! Скажите пожалуйста, с какого числа будут возможны посещения в спортклубах Петербурга без кодов?","['здравствуйте', 'скажите', 'пожалуйста', 'какого', 'числа', 'будут', 'возможны', 'посещения', 'спортклубах', 'петербурга', 'без', 'кодов']","['сказать', 'пожалуйста', 'какой', 'число', 'возможный', 'посещение', 'спортклуб', 'петербург', 'код']",сказать пожалуйста какой число возможный посещение спортклуб петербург код,109,0.1,False,2022-02-23,,Коронавирус,Текст,Дата создания,,Направление
